61.301998,61.830002,60.046001,60.501999
60.400002,61.279999,60.084,61.119999
61.844002,62.110001,61.203999,61.605999
61.599998,62.796001,61.172001,62.757999
62.473999,62.900002,61.799999,62.034
62.338001,62.618,61.5,61.726002
61.966,62.959999,61.599998,62.813999
62.976002,65.449997,62.962002,64.566002
64.800003,65.531998,63.312,63.778
63.534,64.306,62.09,62.203999
61.487999,61.554001,58.152,59.091999
59.599998,61.709999,59.360001,61.669998
62.18,62.757999,61.164001,61.438
61.875999,64.398003,61.82,64.251999
64.311996,65.099998,63.624001,65.043999
64.68,65.199997,63.919998,64.620003
65.096001,65.400002,64.306,64.961998
63.675999,64.040001,62.506001,63.175999
63.518002,64.012001,63.028,63.402
62.877998,62.925999,61.099998,61.222
61.400002,62.787998,61.062,62.612
63.099998,63.299999,62.040001,62.166
62.560001,62.874001,61.360001,62.07
62.091999,62.146,60.695999,60.771999
61.301998,62.200001,61.080002,62.043999
62.203999,63.394001,61.562,63.366001
63.456001,65.098,63.262001,65.028
65.199997,67.255997,65.152,67.019997
67.538002,68.578003,67.031998,68.202003
68.800003,68.975998,67.458,68.073997
67.954002,68.575996,67.185997,67.970001
67.699997,69.688004,66.842003,69.463997
68.940002,71.898003,67.994003,70.57
71.267998,72.099998,71.028,71.93
72.75,74.379997,72.043999,74
74.884003,75.374001,70.959999,71.463997
71.598,72.900002,70.124001,71.802002
73.524002,75.199997,73.321999,75.190002
76.218002,76.849998,75.262001,76.132004
74.5,75.092003,73.297997,75.068001
75.596001,75.601997,74.019997,74.279999
75,75.339996,73.559998,73.959999
75.334,75.776001,73.945999,74.447998
74.870003,75.398003,73.603996,75.279999
75.598,77,74.713997,76.522003
76.489998,77.398003,75.870003,76.690002
77.337997,77.389999,74.620003,75.498001
75.279999,75.279999,72.403999,72.473999
73.335999,74.348,72.503998,74.248001
74.122002,74.199997,70.82,72.150002
72.741997,73.353996,71.924004,72.321999
74.047997,74.269997,70.300003,70.524002
69.440002,69.447998,65.265999,65.417999
63.452,64.157997,61.259998,61.765999
62.700001,63.400002,61.476002,62.644001
62.580002,63.588001,60.625999,63.209999
63.200001,65.456001,62.860001,65.444
66.080002,66.620003,64.900002,65.903999
66.022003,66.32,63.993999,64.681999
64.638,65.683998,64.244003,65.556
65.108002,65.419998,62.689999,63.914001
63.5,65.825996,63.132,65.648003
65.646004,66.330002,64.643997,65.052002
65.379997,66.043999,64.839996,65.984001
65.891998,66.251999,65.160004,65.68
66.047997,68.68,66.001999,68.503998
69,69.120003,66.830002,67.919998
68.071999,69.099998,67.624001,68.769997
69.199997,69.5,65.258003,66.891998
67.377998,67.919998,66.501999,67.014
67.099998,68.297997,64.208,64.694
64.599998,64.889999,63.226002,63.914001
63.787998,65.424004,62.243999,65.178001
69.066002,70,68.629997,69.417999
69.400002,71.454002,68.660004,71.382004
71.470001,71.896004,70.550003,71.033997
71.505997,73.716003,71.480003,73.043999
72.199997,74,71.790001,72.706001
72.32,73.330002,70.931999,71.080002
71.393997,72.251999,70.723999,71.573997
72.926003,73.531998,72.519997,72.760002
73.040001,73.098,71.874001,72.466003
72.599998,73.300003,72.503998,72.582001
72.241997,72.660004,70.318001,70.384003
70.582001,70.800003,69.160004,69.491997
69.164001,69.164001,66.370003,67.571999
68.225998,68.447998,67.473999,68.269997
67.797997,70.697998,67.660004,70.554001
70.503998,71.332001,69.947998,70.585999
70.848,71.138,69.459999,69.610001
69.456001,69.470001,67.944,69.132004
67.896004,69.809998,67.75,69.472
69.933998,70.694,69.400002,70.636002
70.709999,71.688004,70.564003,71.18
71.223999,71.517998,70.737999,71.080002
70.760002,71.098,69.178001,69.917999
69.900002,70.195999,68.311996,68.905998
69.195999,70.496002,68.690002,70.122002
69.797997,69.956001,68.459999,68.68
70.269997,72.741997,70,72.737999
72.898003,73.751999,72.080002,72.550003
72.764,73.613998,71.917999,73.246002
72.865997,75.592003,72.526001,75.528
74.902,76,74.540001,75.961998
76.050003,77.921997,75.536003,77
76,76.477997,74.713997,75.019997
74.599998,75.650002,74.213997,74.781998
74.980003,75.365997,72.902,73.295998
73.297997,73.980003,70.176003,70.218002
70.629997,71.494003,68.575996,68.998001
70.185997,70.248001,68.18,69.050003
69.980003,70.297997,68.099998,68.194
67.975998,68.550003,67.080002,67.919998
68.372002,68.935997,67.720001,68.220001
68.503998,68.739998,67.101997,68.306
67.18,69.709999,66.255997,69.627998
70.25,71.723999,69.919998,71.001999
71.199997,71.487999,70.269997,71.066002
70.620003,72.019997,70.449997,71.375999
69.93,70.349998,68.533997,68.587997
69.360001,71.125999,69.106003,71.117996
70.778,71.519997,70.230003,70.919998
70.589996,71.956001,70.528,71.136002
71.396004,71.697998,70.736,71.113998
70.751999,70.896004,69.431999,70.120003
70.181999,71.244003,70.014,71.150002
71.194,72.599998,70.825996,71.93
71.112,71.43,69.639999,70.362
70.538002,70.910004,68.867996,69.019997
69.975998,69.989998,67.25,67.403999
67.760002,68.559998,67.232002,67.468002
67.339996,67.5,64.711998,65.167999
65.556,66.045998,64.639999,65.234001
63.950001,64.917999,63.332001,64.174004
63.835999,64.755997,63.450001,64.015999
64.045998,66.389999,64.036003,66.306
66.449997,66.522003,64.052002,64.216003
60.026001,61.737999,58.526001,59.852001
59.900002,61.25,59.026001,61.217999
61.400002,61.5,59.801998,60.556
60.203999,61.299999,60.006001,61.209999
61.099998,61.377998,60.259998,60.877998
60.5,60.891998,59.259998,60.598
60.5,61.672001,60.369999,60.598
60.026001,63.360001,59.821999,63.080002
63,63.27,61.380001,61.740002
61.202,62.498001,60.299999,62.259998
62.798,63.627998,62.259998,62.5
65.134003,65.334,62.630001,63.009998
62.757999,63.099998,60.950001,61.748001
62.172001,63.646,61.742001,63.562
63.354,63.484001,62.368,62.52
62.757999,63.282001,62.200001,63.110001
62.650002,63.467999,61.902,63.362
63.271999,64,62.784,63.509998
63.459999,63.599998,60.245998,61.507999
61.712002,62.139999,60.908001,61.77
61.088001,62.063999,61.009998,61.306
61.299999,61.653999,60.122002,61.040001
60.400002,61.599998,60.200001,60.740002
60.02,62.678001,60,62.652
62.400002,63.726002,62.209999,62.248001
62.919998,63.396,62.251999,63.026001
62.925999,65.802002,62.75,65.781998
66.089996,68.288002,66.005997,68.206001
68.185997,68.844002,67.300003,67.806
68.202003,69.487999,67.379997,67.578003
68.407997,68.779999,67.152,68.690002
68.980003,69.346001,67.515999,67.774002
68.052002,68.297997,66.059998,66.220001
66.538002,66.620003,65.008003,65.795998
65.917999,66.748001,65.442001,66.332001
65.902,66.183998,64.963997,65.040001
64.765999,64.788002,63.316002,63.458
63.200001,63.535999,62.150002,62.327999
62.349998,63.164001,61.908001,63.071999
63.236,63.282001,62,62.27
62.400002,64.421997,62.200001,64.106003
64.199997,65.050003,63.110001,63.450001
62.574001,63.709999,61.136002,62.924
63.324001,63.448002,62.400002,63.316002
63.200001,67.403999,63.099998,67.281998
67.031998,67.760002,65.480003,66.737999
66.440002,67.400002,66,66.959999
67.047997,68.961998,66.652,67.589996
67.725998,68.082001,66.734001,67.244003
67.508003,69,66.959999,68.012001
